Label,Tag,User_ID,Text
0,quicken loans,1165672704646815744,Quicken Loans founder back home Friday after more than eight weeks in stroke rehab. #QuickenLoans #DanGilbert #CrainsDetroit  https://t.co/u194PHS30M
0,quicken loans,1165690251169472513,I wanna work at quicken loans so bad!!! 😩😩😩😩 somebody plug me!
0,quicken loans,1165708252610465792,"Anybody have simple budgeting software they like? Not quicken, and cheap. :) I want it for the PTA budget, so I don’t need bells and whistles - no loans, no investments, etc. TIA"
0,quicken loans,1165749450553417728,"End Tomorrow! 💰 POPSUGAR x Quicken Loans Must Have Sweepstakes – Ends Aug 26th 💰      😱 501 winners!  Eligibility:  US, DC, 18+  - Click here for sweepstakes link and details 👉 https://t.co/MJFYmEsg9G  #sweepstakes #giveaways #contests #winprizes https://t.co/lTuIaAYiQj"
0,quicken loans,1165760333174247428,"End Tomorrow! 💰 POPSUGAR x Quicken Loans Must Have Sweepstakes – Ends Aug 26th 💰      😱 501 winners!  Eligibility:  US, DC, 18+  - Click here for sweepstakes link and details 👉 https://t.co/MJFYmEsg9G  #sweepstakes #giveaways #contests #winprizes https://t.co/lTuIaAYiQj"
0,quicken loans,1165762140118163461,"End Tomorrow! 💰 POPSUGAR x Quicken Loans Must Have Sweepstakes – Ends Aug 26th 💰      😱 501 winners!  Eligibility:  US, DC, 18+  - Click here for sweepstakes link and details 👉 https://t.co/MJFYmEsg9G  #sweepstakes #giveaways #contests #winprizes https://t.co/lTuIaAYiQj"
0,quicken loans,1165816877995528192,The 97% loan-to-value (LTV) purchase 97% Home Loan Chicago home possible income limits quicken loans arena https://t.co/RJOyQIc8VZ via @davidbraunjr
0,quicken loans,1165855319370752001,Last Day to help Habitat for Humanity #Detroit in the 4th annual Quicken Loans Community Challenge is coming up Aug31st via @habitatdetroit #motownmoxiemom | Please help them WIN!! https://t.co/jyhp8tw62l https://t.co/cIvfAGhqmh
1,quicken loans,1165935936892493825,"I might go to @modestmouseband at Quicken Loans Arena in Cleveland, OH - Sep 30 https://t.co/JJPobQnJ7g"
1,quicken loans,1165950156845572103,"It's an honor to be partnered with one of the best mortgage companies in the business. Congrats on another win, Quicken Loans! 👏👏 https://t.co/Q6dT15pIiR"
0,quicken loans,1165954666561179649,"Hey Detroit- Join us this Friday for some community canvassing at The Jazz Festival. Feel free to bring signs, wear your tee shirts and lets get it done. See ya at Quicken Loans 1050 Woodward Ave at 5:00 p.m. #PresidentBernieSanders  #NotMeUs  #Bernie2020 https://t.co/4D4uTIXUDa"
0,quicken loans,1165958915462483968,"Hey Detroit- Join us this Friday for some community canvassing at The Jazz Festival. Feel free to bring signs, wear your tee shirts and lets get it done. See ya at Quicken Loans 1050 Woodward Ave at 5:00 p.m. #PresidentBernieSanders  #NotMeUs  #Bernie2020 https://t.co/4D4uTIXUDa"
0,quicken loans,1165959249538834433,"This show was inspired by an article on the Quicken Loans site by Jackie Lam. We talked about what the hedonic treadmill is, how it affects your money, and how to avoid getting stuck on it. This show is a reminder for us. We hope it helps you too https://t.co/frVVMfAsop https://t.co/6vVLBXHurm"
0,quicken loans,1165964223178051584,"This show was inspired by an article on the Quicken Loans site by Jackie Lam. We talked about what the hedonic treadmill is, how it affects your money, and how to avoid getting stuck on it. This show is a reminder for us. We hope it helps you too https://t.co/Gq45ZeiF0P https://t.co/wh4WMlzS9w"
0,quicken loans,1165965611119329280,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1165965795056345090,"This show was inspired by an article on the Quicken Loans site by Jackie Lam. We talked about what the hedonic treadmill is, how it affects your money, and how to avoid getting stuck on it. This show is a reminder for us. We hope it helps you too https://t.co/DbFHQbEo4I https://t.co/wqCLBlcwvA"
0,quicken loans,1165966481378697217,"Hey Detroit- Join us this Friday for some community canvassing at The Jazz Festival. Feel free to bring signs, wear your tee shirts and lets get it done. See ya at Quicken Loans 1050 Woodward Ave at 5:00 p.m. #PresidentBernieSanders  #NotMeUs  #Bernie2020 https://t.co/4D4uTIXUDa"
0,quicken loans,1165967354024681472,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1165970900556091393,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1165973949693476865,"Hey Detroit- Join us this Friday for some community canvassing at The Jazz Festival. Feel free to bring signs, wear your tee shirts and lets get it done. See ya at Quicken Loans 1050 Woodward Ave at 5:00 p.m. #PresidentBernieSanders  #NotMeUs  #Bernie2020 https://t.co/4D4uTIXUDa"
0,quicken loans,1165975745971347456,"Hey Detroit- Join us this Friday for some community canvassing at The Jazz Festival. Feel free to bring signs, wear your tee shirts and lets get it done. See ya at Quicken Loans 1050 Woodward Ave at 5:00 p.m. #PresidentBernieSanders  #NotMeUs  #Bernie2020 https://t.co/4D4uTIXUDa"
0,quicken loans,1165977340301709317,"This is the last week for the Quicken Loans Community Challenge, and we need your help!! Help us reach our goal to raise $5,000!! Tap the link below to donate! Every penny counts! Together we can shape the world through the arts. Can we count on you?!  https://t.co/X1jCcatKMg https://t.co/9JJGgABdpQ"
0,quicken loans,1165978566816870400,NBA All-Star Kevin Durant And His Thirty Five Ventures Partner Rich Kleiman To Join Speaker Lineup At... via @forbes https://t.co/RjlXRbnd9a
0,quicken loans,1165983481375186944,"This is the last week for the Quicken Loans Community Challenge, and we need your help!! Help us reach our goal to raise $5,000!! Tap the link below to donate! Every penny counts! Together we can shape the world through the arts. Can we count on you?!  https://t.co/X1jCcatKMg https://t.co/9JJGgABdpQ"
0,quicken loans,1165987491196940288,Help kick off #Mittens4Detroit's 10th Collection Season with a donation in the #QuickenLoansDetroitCommunityChallenge! What could be a better way than to help warming hearts and hands right away? Thank you! #GivingWarmthIsCool #MakeADifferenceInDetroit https://t.co/akv7pTXLT5 https://t.co/cp8uszF6zK
0,quicken loans,1165989118066778124,Help kick off #Mittens4Detroit's 10th Collection Season with a donation in the #QuickenLoansDetroitCommunityChallenge! What could be a better way than to help warming hearts and hands right away? Thank you! #GivingWarmthIsCool #MakeADifferenceInDetroit https://t.co/j07a4dKxPY https://t.co/zb7H1GLTRg
0,quicken loans,1165991370986852353,Quicken Loans is the worst company in the history of mortgage companies. NEVER GET A MORTGAGE WITH THEM. EVER!!!!!!
0,quicken loans,1165992409240502272,"Hey Detroit- Join us this Friday for some community canvassing at The Jazz Festival. Feel free to bring signs, wear your tee shirts and lets get it done. See ya at Quicken Loans 1050 Woodward Ave at 5:00 p.m. #PresidentBernieSanders  #NotMeUs  #Bernie2020 https://t.co/4D4uTIXUDa"
0,quicken loans,1165998394105458688,"Hey Detroit- Join us this Friday for some community canvassing at The Jazz Festival. Feel free to bring signs, wear your tee shirts and lets get it done. See ya at Quicken Loans 1050 Woodward Ave at 5:00 p.m. #PresidentBernieSanders  #NotMeUs  #Bernie2020 https://t.co/4D4uTIXUDa"
0,quicken loans,1166001297092464640,"funny, meme, golf, house, rocket, champagne, more, mortgage, rocket mortgage, quicken loans, quicken, loans, than, toothpaste, rickie fowler, fowler, rickie, more than a house https://t.co/7d1GgaTiXX"
0,quicken loans,1166002022950342658,1 half of the @wwe first ever woman’s tag team champions @sashabankswwe repping the 619 @rootsoffight hoodie! #Wheres itsmebayley #Respect #Goals @ Quicken Loans Arena https://t.co/Zks1mzMIQ2
0,quicken loans,1166004279007571969,"Hey Detroit- Join us this Friday for some community canvassing at The Jazz Festival. Feel free to bring signs, wear your tee shirts and lets get it done. See ya at Quicken Loans 1050 Woodward Ave at 5:00 p.m. #PresidentBernieSanders  #NotMeUs  #Bernie2020 https://t.co/4D4uTIXUDa"
0,quicken loans,1166007154278449152,"Hey Detroit- Join us this Friday for some community canvassing at The Jazz Festival. Feel free to bring signs, wear your tee shirts and lets get it done. See ya at Quicken Loans 1050 Woodward Ave at 5:00 p.m. #PresidentBernieSanders  #NotMeUs  #Bernie2020 https://t.co/4D4uTIXUDa"
0,quicken loans,1166007906036305920,"Report: Home values reach highest point since 2007 - https://t.co/w6o9aEXMun - The average home appraisal in July came in an average of 0.63 percent lower than owners’ estimates, according to Quicken Loans’ National Home Price Perceptions Index.  This is the third consecutive mon"
0,quicken loans,1166011052997402625,"This is the last week for the Quicken Loans Community Challenge, and we need your help!! Help us reach our goal to raise $5,000!! Tap the link below to donate! Every penny counts! Together we can shape the world through the arts. Can we count on you?!  https://t.co/X1jCcatKMg https://t.co/9JJGgABdpQ"
1,quicken loans,1166012057637945345,"@pulte I can do that! I will give approximately $70,000 to Quicken Loans to payoff my VA Home Mortgage. Then I give away another $12,000 to my bank to payoff my son's car loan. Then I can focus on getting my son thru medical school! 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
0,quicken loans,1166022569851535370,Money Talk: Dollars &amp; Cents Should Precede Birds &amp; Bees and Can Pay-Off With Highly Financially Confident Children With Better Paying Jobs https://t.co/oyuNv6bhUS @quicken visanews #loans #debt# #spending #budgeting creditcards #debitcards https://t.co/UXElSBLqWy https://t.co/BRLrLAJLbo
0,quicken loans,1166022914434428928,@QuickenLoans @RocketMortgage  Way 2 go Quicken loans 2  blown close dates. Processor is clueless. Now won't take my call and no returned email! Can't count to 2!?!? SMDH!  HOPE I CAN KEEP THE SELLER IN THE DEAL! Thanks for the extra work! @AmericanTile
0,quicken loans,1166034628232306688,"With less than a week left to the Quicken Loans Community Challenge, it’s now or never! On the last day, the charity that has raised the most money will take home an additional $25,000. Join our team and make a donation.  https://t.co/oqk1n0tmge  #Gleaners, #giveback"
0,quicken loans,1166048699220471808,@ninomasrano quicken loans
0,quicken loans,1166050892250042375,#MambaMondays The Art 🖼 of the fade-away 🏀 @kobebryant #LakeShow #MambaMentality @ Rocket Mortgage by Quicken Loans https://t.co/WPRculhlCC
0,quicken loans,1166055576490717184,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1166056227798958080,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1166062884717244416,Im fucking pissed with quicken loans right now!!!
0,quicken loans,1166093048977252353,"#CheddarEsports powered by @LogitechG is LIVE with @Jimbasco &amp; @erinasimon!  @TeamLiquid wins #LCS; @BallersHBO makes waves in esports community featuring @LeagueofLegends; #D23expo recap; @Quicken Loans CMO, @CaseyHurbis discusses LCS event in Detroit. https://t.co/H7VC3yFiFh"
0,quicken loans,1166093120875819009,"#CheddarEsports powered by @LogitechG is LIVE with @Jimbasco &amp; @erinasimon!  @TeamLiquid wins #LCS; @BallersHBO makes waves in esports community featuring @LeagueofLegends; #D23expo recap; @Quicken Loans CMO, @CaseyHurbis discusses LCS event in Detroit. https://t.co/H7VC3yFiFh"
0,quicken loans,1166093142904360960,"#CheddarEsports powered by @LogitechG is LIVE with @Jimbasco &amp; @erinasimon!  @TeamLiquid wins #LCS; @BallersHBO makes waves in esports community featuring @LeagueofLegends; #D23expo recap; @Quicken Loans CMO, @CaseyHurbis discusses LCS event in Detroit. https://t.co/H7VC3yFiFh"
0,quicken loans,1166093214287372288,"Interviewed Linglong He, CIO of Quicken Loans, to a packed house at @NEXTSUMMER19 https://t.co/FmAs8q5VYW"
0,quicken loans,1166093280209186817,"#CheddarEsports powered by @LogitechG is LIVE with @Jimbasco &amp; @erinasimon!  @TeamLiquid wins #LCS; @BallersHBO makes waves in esports community featuring @LeagueofLegends; #D23expo recap; @Quicken Loans CMO, @CaseyHurbis discusses LCS event in Detroit. https://t.co/H7VC3yFiFh"
0,quicken loans,1166099332623405056,"#MondayMood I am in need of immediate help I was just informed that my home forbearance will end this month &amp; that I would need to pay the catch amout of $15,084.17 to Quicken Loans or lose my home! I'm a poor disabled veteran with a lot of medical issues https://t.co/6X8JQamdJL"
0,quicken loans,1166119927167823872,"@fakerapper Car brands? Quicken Loans? Bacardi? I was also thinking about brands this generation grew up with, like Nintendo, Taco Bell, Apple..."
0,quicken loans,1166120318831747077,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1166122849259728896,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1166131336236716032,"#MOTWTour | Aug. 26, 2021 Quicken Loans Arena, Cleveland, OH Attendance: 18,237/18,237 Revenue: $1,385,829 https://t.co/DIpbj1hSIZ"
0,quicken loans,1166145830459465728,Rocket / Quicken Loans is hiring a Senior Director of #TalentBrand Strategy https://t.co/5U4V3IKBIe #ebjobs
0,quicken loans,1166152876940517379,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1166176516188901376,"With less than a week left to the Quicken Loans Community Challenge, it’s now or never! On the last day, the charity that has raised the most money will take home an additional $25,000. Join our team and make a donation.  https://t.co/oqk1n0tmge  #Gleaners, #giveback"
1,quicken loans,1166179320626384897,Who the plug at Quicken Loans???
0,quicken loans,1166181923774967809,Quicken Loans® and the Hispanic Community
0,quicken loans,1166261973517922304,"*gets hired at Quicken Loans*   “Hey guys, I’m Sophia! I’m the new girl!!!”   *blows brains out with shotgun*"
0,quicken loans,1166274406668283904,"Beginning now in the Quicken Loans Community Challenge, the first 150 donations of $20 will get a $20 match—double your donation! YOUR $20 gift can help us digitize 40 specimens for public access worldwide! Give at https://t.co/SPwYExPKaO or text “QLCleveland” to 41411! https://t.co/HaBA4A5WmT"
0,quicken loans,1166278191054540800,"Beginning now in the Quicken Loans Community Challenge, the first 150 donations of $20 will get a $20 match—double your donation! YOUR $20 gift can help us digitize 40 specimens for public access worldwide! Give at https://t.co/SPwYExPKaO or text “QLCleveland” to 41411! https://t.co/HaBA4A5WmT"
0,quicken loans,1166286752178409472,"Only a few days left! Please Go Here https://t.co/bKsWHPM0oV  and give what you can to our Quicken Loans Community Challenge Cleveland fundraiser. If we raise the most money, we'll get a $15,000 donation to our cause. Please help. https://t.co/ax0KEmSAV1"
0,quicken loans,1166295230154530817,"Beginning now in the Quicken Loans Community Challenge, the first 150 donations of $20 will get a $20 match—double your donation! YOUR $20 gift can help us digitize 40 specimens for public access worldwide! Give at https://t.co/SPwYExPKaO or text “QLCleveland” to 41411! https://t.co/HaBA4A5WmT"
0,quicken loans,1166307197573353472,"Only a few days left! Please Go Here https://t.co/bKsWHPM0oV  and give what you can to our Quicken Loans Community Challenge Cleveland fundraiser. If we raise the most money, we'll get a $15,000 donation to our cause. Please help. https://t.co/FgNmUUWwdE https://t.co/ARzKhVYVB4"
0,quicken loans,1166322721250086912,"I discuss trading in volatile markets with @BusinessInsider in this @Forbes article by @BRICBreaker, “China’s New Investment Thesis: ‘Wax On, Wax Off’ https://t.co/EBziRbsF0u https://t.co/wyfH3UcCAS"
0,quicken loans,1166328661261398018,"Beginning now in the Quicken Loans Community Challenge, the first 150 donations of $20 will get a $20 match—double your donation! YOUR $20 gift can help us digitize 40 specimens for public access worldwide! Give at https://t.co/SPwYExPKaO or text “QLCleveland” to 41411! https://t.co/HaBA4A5WmT"
0,quicken loans,1166359573114101761,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1166365431411740673,"We're involved in the @LoansQuicken Quicken Loans Community  Challenge Charlotte and out to win $25,000 for our cause. See how you can help at https://t.co/mi3sb21HVT #shmetrolina #quickenloanschallenge https://t.co/IPJFQIRHwx"
0,quicken loans,1166369201227018241,.@BackstageDET Announces Results of First Cohort of Accelerator Program Sponsored by the @QuickenLoans Community Fund: https://t.co/2hXoJl4qX7
0,quicken loans,1166380557569314818,"♨️PSA: The Quicken Loans Community Challenge ends August 30th! If you're not a team member, you can still participate. 🙌 Click the link to learn more: https://t.co/7laMfiDY9G https://t.co/KXzlLvP51c"
0,quicken loans,1166385470428864512,"I'm at Quicken Loans in Detroit, MI https://t.co/9boRBFfYv4"
0,quicken loans,1166395800240476161,"I'm at Quicken Loans in Detroit, MI https://t.co/R1bQA7tXmY"
0,quicken loans,1166407647748329477,I’m surprised it’s not Quicken Loans Center https://t.co/CWIkob3g2P
0,quicken loans,1166414793227603968,"Month &amp; I must pay the the amouny owed $15,084.17 to Quicken Loans or go into forclosure! So soon my elderly mom &amp; I will be homeless! I'm crippled &amp; in constant pain everyday of my my life with limited mobility from injuries that incurred while serving my country."
0,quicken loans,1166416263494561792,"Only a few days left! Please Go Here https://t.co/bKsWHPM0oV  and give what you can to our Quicken Loans Community Challenge Cleveland fundraiser. If we raise the most money, we'll get a $15,000 donation to our cause. Please help. https://t.co/ax0KEmSAV1"
0,quicken loans,1166422431705239552,"I’d like to take the opportunity to let the Quicken Loans mortgage banker force know that no matter how many of you add me on LinkedIn, I’m not getting my mortgage with you."
0,quicken loans,1166425571322208257,FB4K Detroit Mechanic Training / Quicken Loans Community Challenge - https://t.co/PBs1VU63g7
0,quicken loans,1166427065970778115,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1166429186392809478,FB4K Detroit Mechanic Training / Quicken Loans Community Challenge - https://t.co/PBs1VU63g7
0,quicken loans,1166446924410413056,"When I used Quicken Loans 3 years ago, they were so easy to work with.  Now it is nothing but frustrations. The level of customer service has really gone down hill."
0,quicken loans,1166447795441676290,FB4K Detroit Mechanic Training / Quicken Loans Community Challenge - https://t.co/PBs1VU63g7
0,quicken loans,1166458828608720897,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1166473421649305600,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1166484597346955264,"@DPradko @QuickenLoans Quicken Loans, helping identity thieves easily sort out who's identity to go after since (insert year here) lol"
0,quicken loans,1166500324967739392,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1166512200359587841,"""Protesters said the event was sparked by 'gentrification, poverty and public-private partnerships.' They said dozens of low-income seniors have been evicted from HUD apartments in Downtown Detroit to create market-rate units for Quicken Loans employees."" https://t.co/hvfEPa2hgY"
0,quicken loans,1166520360612847617,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1166549834121265163,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1166549924634382338,Buying A Foreclosed Home In 5 Steps – ZING Blog by Quicken Loans https://t.co/cZeLcpePjp https://t.co/t3LiyDOxYp
0,quicken loans,1166558923123544064,Backstage Detroit Announces Results of First Cohort of Accelerator Program Sponsored by the Quicken Loans Community Fund | Quicken Loans Pressroom https://t.co/dx7klaSOhw
0,quicken loans,1166566473210433541,Quicken Loans® and the Hispanic Community
0,quicken loans,1166583176287924225,@HoldenCantor Stan will sell naming rights to LASED to Quicken Loans.
0,quicken loans,1166631692754403328,"@ChrisAmato_GI @jim1036 @JudyYankees1 So you are also boycotting - Quicken Loans, Ford and GM donated $1.5M to Trump inauguration fund? #NY27"
0,quicken loans,1166690696528633857,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1166694359435268096,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1166697020821770240,There are only 4 days left in the Quicken Loans Charity Challenge 2019! We have a long way to go to win the big prize but you can still help us raise as much money as we can for families in need in metro Detroit.  https://t.co/nNxALBeBZm
0,quicken loans,1166700239111241729,@pulte $70k to payoff my VA home loan thru Quicken Loans??????????🙏🙏🙏🙏🙏🙏🙏🙏🙏✋
0,quicken loans,1166737930620145665,@cavs @RMFieldHouse RIP Quicken Loans
0,quicken loans,1166738594838528000,"I'm at Quicken Loans in Detroit, MI https://t.co/cCIo2bSBdB"
0,quicken loans,1166738754209533958,We need to start with the payday/title/quicken loans in marginalized and Black communities. They are the biggest predators out there https://t.co/9oUyxdSMDM
0,quicken loans,1166749398644248578,It’s official Jan 2 3:00 at Quicken loans arena the MORGAN RAID CITY BOMB SQUAD VS FISHER CATHOLIC MIGHTY IRISH  before the cavaliers game against Charlotte hornets. It’s going to be amazing. @MorganRaidersAD @FCBoysBball @Coachsbrown @mchnews @Raiders_mrp @CoachBelle @McShuster
1,quicken loans,1166749482266091520,I’m blown away. Our clients at Quicken Loans just gave me a gift package after our work on their commercial during the 2019 #LCS Summer Finals. They know I’m Detroit’s biggest fan of #LeagueofLegends and… https://t.co/opraKXR44f
0,quicken loans,1166750922455822337,"I'm at Quicken Loans in Detroit, MI https://t.co/Jfl2f4YQKg"
0,quicken loans,1166754785124597762,Applying for jobs in SE Michigan is deciding if you want to work for Ford/GM/Chrysler or Quicken Loans. That’s it. Those are the two options.
0,quicken loans,1166755492623990786,It’s official Jan 2 3:00 at Quicken loans arena the MORGAN RAID CITY BOMB SQUAD VS FISHER CATHOLIC MIGHTY IRISH  before the cavaliers game against Charlotte hornets. It’s going to be amazing. @MorganRaidersAD @FCBoysBball @Coachsbrown @mchnews @Raiders_mrp @CoachBelle @McShuster
0,quicken loans,1166755801870061568,It’s official Jan 2 3:00 at Quicken loans arena the MORGAN RAID CITY BOMB SQUAD VS FISHER CATHOLIC MIGHTY IRISH  before the cavaliers game against Charlotte hornets. It’s going to be amazing. @MorganRaidersAD @FCBoysBball @Coachsbrown @mchnews @Raiders_mrp @CoachBelle @McShuster
0,quicken loans,1166756209447358464,It’s official Jan 2 3:00 at Quicken loans arena the MORGAN RAID CITY BOMB SQUAD VS FISHER CATHOLIC MIGHTY IRISH  before the cavaliers game against Charlotte hornets. It’s going to be amazing. @MorganRaidersAD @FCBoysBball @Coachsbrown @mchnews @Raiders_mrp @CoachBelle @McShuster
0,quicken loans,1166767195034177537,#WhereIsRhonda. I delivered my final workshops this morning at Arctic College. Now I’m on my way to Detroit to speak to the admin team at Quicken Loans (Rock Ventures). #AdminsRock
0,quicken loans,1166768512494235648,"@ChrisAmato_GI @jim1036 @JudyYankees1 So you are also boycotting - Quicken Loans, Ford and GM donated $1.5M to Trump inauguration fund? #NY27"
0,quicken loans,1166775578214772737,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
0,quicken loans,1166776463309398018,It’s official Jan 2 3:00 at Quicken loans arena the MORGAN RAID CITY BOMB SQUAD VS FISHER CATHOLIC MIGHTY IRISH  before the cavaliers game against Charlotte hornets. It’s going to be amazing. @MorganRaidersAD @FCBoysBball @Coachsbrown @mchnews @Raiders_mrp @CoachBelle @McShuster
0,quicken loans,1166777887581757440,Last call! Have you donated yet? For every $25 donated until August 31st Quicken Loans will match it! We want to provide our sustainability lessons to 20 pre-k Detroit classes this school year. Will you help us reach our goal? https://t.co/rm03tk8uJO https://t.co/xA0gajWWVW
0,quicken loans,1166780565485490176,It’s official Jan 2 3:00 at Quicken loans arena the MORGAN RAID CITY BOMB SQUAD VS FISHER CATHOLIC MIGHTY IRISH  before the cavaliers game against Charlotte hornets. It’s going to be amazing. @MorganRaidersAD @FCBoysBball @Coachsbrown @mchnews @Raiders_mrp @CoachBelle @McShuster
0,quicken loans,1166782126928404486,Mortgage rates have fallen. If you’re paying a mortgage – even and especially if you’ve recently refinanced – you should consider locking in a lower rate and refinancing with Quicken Loans. Think of what you could save! (Don’t worry - we're experts!)
1,quicken loans,1166793436890095618,@QuickenLoans dear quicken loans i'd love too have a loan of $700.00cdn?????
0,quicken loans,1166794242351648772,@realDonaldTrump 😂😂😂😂😂😂😂😂😂😂😂😂😂😂The lion symbol looks dumb as hell!!!And it also looks like a Quicken Loans commercial 😂😂😂😂😂😂😂😂😂😂
0,quicken loans,1166797168394604546,It’s official Jan 2 3:00 at Quicken loans arena the MORGAN RAID CITY BOMB SQUAD VS FISHER CATHOLIC MIGHTY IRISH  before the cavaliers game against Charlotte hornets. It’s going to be amazing. @MorganRaidersAD @FCBoysBball @Coachsbrown @mchnews @Raiders_mrp @CoachBelle @McShuster
